id,date,start,duration,room,track,title,slug,url,abstract,slides
2060,2024-02-03,13:40,50,K.4.201,"Libre-SOC, FPGA and VLSI devroom",Using the ECP5 for Libre-SOC prototyping,fosdem-2024-2060-using-the-ecp5-for-libre-soc-prototyping,https://fosdem.org/2024/schedule/event/fosdem-2024-2060-using-the-ecp5-for-libre-soc-prototyping/,"<p>The <a href=""https://libre-soc.org/"">Libre-SOC</a> project has been prototyped using an Lattice ECP5 FPGA before
its first <a href=""https://libre-soc.org/180nm_Oct2020"">tapeout</a>. Since then many things have changed. One big change is the use of a different controller for DDR3 called <a href=""https://git.libre-soc.org/?p=gram.git"">gram</a>.
To get DDR3 working on the OrangeCrab many changes are needed.</p>
<p>This talk will provide an overview on my work on Libre-SOC in the past two years,
an overview of DDR SDRAM interfaces and the PHYs commonly found on FPGAs and some
ways to debug the OrangeCrab using a <a href=""https://www.crowdsupply.com/qwerty-embedded-design/beaglewire"">BeagleWire</a>.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2060-using-the-ecp5-for-libre-soc-prototyping/slides/22229/fosdem2024_tplaten_hKwzELz.pdf
1936,2024-02-03,15:00,30,K.4.201,DNS devroom,Writing a consistent-hashing Loadbalancer for the Kong API gateway (ketama principle),fosdem-2024-1936-writing-a-consistent-hashing-loadbalancer-for-the-kong-api-gateway-ketama-principle-,https://fosdem.org/2024/schedule/event/fosdem-2024-1936-writing-a-consistent-hashing-loadbalancer-for-the-kong-api-gateway-ketama-principle-/,"<p>During this talk Thijs Schreijer will first explain what the ketama principle is, how it works and how it compares to other basic algorithms. Then he will explain how it was implemented on top of the DNS client in the Kong API gateway, and what was learned doing so.</p>
<p>The implementation is now part of the <a href=""https://github.com/Kong/kong/tree/master/kong/runloop/balancer"">Kong API Gateway</a>. The <a href=""https://github.com/kong/lua-resty-dns-client"">old repository</a> (before it was integrated in the mono-repo) is available as well, and <a href=""https://luarocks.org/modules/kong/lua-resty-dns-client"">is available through the LuaRocks package manager</a>.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-1936-writing-a-consistent-hashing-loadbalancer-for-the-kong-api-gateway-ketama-principle-/slides/22292/FOSDEM-Consistent-Hashing_Bz3OXoz.pptx
3056,2024-02-03,15:30,30,K.4.201,DNS devroom,DNS for I2P: Distributed Network without Central Authority,fosdem-2024-3056-dns-for-i2p-distributed-network-without-central-authority,https://fosdem.org/2024/schedule/event/fosdem-2024-3056-dns-for-i2p-distributed-network-without-central-authority/,"<p>A fully distributed network does not have - by definition - a central authority. Nevertheless overlay networks, like I2P (""Invisible Internet Project"") do have the need for a DNS. Also, by definition, there is nothing like trust between peers of such a network. Typically such a problem might be solved using a distributed storage layer driven by a byzantine fault tolerant consensus algorithm.</p>
<p>After the first prototype in 2022 (presented at FOSDEM 2023) the project has improved and a new version of the storage layer and also the DNS logic is available for FOSDEM 2024.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3056-dns-for-i2p-distributed-network-without-central-authority/slides/22327/dns-for-i2p_KIklqu6.pdf
2835,2024-02-03,16:00,30,K.4.201,DNS devroom,Algo-rollover for .nl,fosdem-2024-2835-algo-rollover-for-nl,https://fosdem.org/2024/schedule/event/fosdem-2024-2835-algo-rollover-for-nl/,"<p>This is a talk about the algroithm rollover which happend in the summer 2023, what were the challanges we (as SIDN) faced and how did we handle them. For the signing of the .nl zone we use the open source components <a href=""https://www.opendnssec.org/"">OpenDNSSEC</a>, <a href=""https://www.isc.org/bind/"">Bind</a> and <a href=""https://github.com/tobez/validns"">validns</a></p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2835-algo-rollover-for-nl/slides/22348/FOSDEM2024_SIDN_KSK_algorithm_rollover_for_nl_2_Sc5TUty.pdf
1856,2024-02-03,16:30,30,K.4.201,DNS devroom,Bootstrapping time on OpenBSD,fosdem-2024-1856-bootstrapping-time-on-openbsd,https://fosdem.org/2024/schedule/event/fosdem-2024-1856-bootstrapping-time-on-openbsd/,"<p>Some systems (for example cheap boards with no real time clock or servers with an empty CMOS battery) have little idea of time on startup and try to set actual time using NTP. If that also involves DNSSEC validated DNS requests, we have a bootstrap problem, since validating DNSSEC answers requires a valid idea of time. This talk discusses they way OpenBSD's NTP daemon solves this problem, providing a trustworthy time from startup.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-1856-bootstrapping-time-on-openbsd/slides/22381/ntpd_xXVwoIW.pdf
2316,2024-02-03,17:00,30,K.4.201,DNS devroom,Let's make people love domain names again,fosdem-2024-2316-let-s-make-people-love-domain-names-again,https://fosdem.org/2024/schedule/event/fosdem-2024-2316-let-s-make-people-love-domain-names-again/,"<p>Domain names are not just web addresses; they are the lifeline of digital navigation and identity.
But how many professionals are fully conversant with the technical aspects of domains names?
There's a lot of room for doubts and errors.</p>
<p>Often neglected, <strong>zones are complex to handle</strong>. Yet, they are nonetheless crucial, helping individuals to better control their private lives on the Internet.</p>
<p>HappyDomain aims at <strong>simplifying domain management</strong>, making them accessibles for everyone. From individuals safeguarding their private lives online, to experienced system administrators overseeing vast digital landscapes.</p>
<p>You’ll learn how we try to promote a domain for everyone, with an interface finally designed for humans.</p>
<p>In 2024, what features should we expect to help us in our DNS-related tasks?</p>",
2906,2024-02-03,17:30,30,K.4.201,DNS devroom,dnsconfd: system integrated DNS cache,fosdem-2024-2906-dnsconfd-system-integrated-dns-cache,https://fosdem.org/2024/schedule/event/fosdem-2024-2906-dnsconfd-system-integrated-dns-cache/,"<p>Multiple DNS caches exist on Unix(like) systems, but only few have decent system integration. systemd-resolved has a good integration, but poor DNS protocol implementation. Advanced DNS resolvers have many good features, but each has different configuration syntax even for basic settings like forwarding. </p>
<p>We think missing integration can be provided by <em>dnsconfd</em> daemon, which would provide glue between Network Manager and resolver running on localhost. Would provide unified DBus and command line interface for different cache implementations.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2906-dnsconfd-system-integrated-dns-cache/slides/22441/dnsconfd-fosdem-2024_Xrrw9f7.pdf
2853,2024-02-03,18:00,30,K.4.201,DNS devroom,Domain:  A modular Rust DNS toolkit,fosdem-2024-2853-domain-a-modular-rust-dns-toolkit,https://fosdem.org/2024/schedule/event/fosdem-2024-2853-domain-a-modular-rust-dns-toolkit/,"<p>The ""domain"" crate is a Rust library that aims to provide a wide range
of building blocks that are necessary or useful when building specialised
DNS applications.</p>
<p>In this talk we will look at the history, current state, and future of the
crate and how it differs from other offerings in the Rust ecosystem. We will
explore how the crate aims to leverage Rust’s type system to make it easier
to model the complexities of the DNS in a straightforward way that helps
make it easier to build correct and efficient applications.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2853-domain-a-modular-rust-dns-toolkit/slides/22466/fosdem-2024_thgneeH.pdf
2198,2024-02-03,18:30,30,K.4.201,DNS devroom,The first 13 years of blockchain name systems,fosdem-2024-2198-the-first-13-years-of-blockchain-name-systems,https://fosdem.org/2024/schedule/event/fosdem-2024-2198-the-first-13-years-of-blockchain-name-systems/,"<p>In the spring of 2011, Namecoin, a blockchain-based DNS system, was launched. It was the first blockchain created after Bitcoin, and the only one supported by Satoshi before his disappearance. </p>
<p>Namecoin uses a blockchain both to hold the names registry data and to automate the registration process itself. In the 13 years that passed since its inception, the field had additional strides of innovation, courtesy of projects such as Handshake or ENS. Recently, blockchain name systems have surged in popularity, with each blockchain having its own name system, some with a thriving developer's base and users communities.</p>
<p>In this talk, we survey the evolution of blockchain name systems from Namecoin to the present day. The talk will focus on projects contributing technical or conceptual innovations to this field.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2198-the-first-13-years-of-blockchain-name-systems/slides/22486/fosdem2024_4I6fLBj.pdf
2601,2024-02-03,10:30,5,K.4.401,Railways and Open Transport devroom,Opening Railways and Open Transport devroom,fosdem-2024-2601-opening-railways-and-open-transport-devroom,https://fosdem.org/2024/schedule/event/fosdem-2024-2601-opening-railways-and-open-transport-devroom/,<p>Setting the stage for the Railways and Open Transport developer room and guiding through the programme.</p>,
1898,2024-02-03,10:35,30,K.4.401,Railways and Open Transport devroom,"Open standards, open data, open-source tools: their governance and future",fosdem-2024-1898-open-standards-open-data-open-source-tools-their-governance-and-future,https://fosdem.org/2024/schedule/event/fosdem-2024-1898-open-standards-open-data-open-source-tools-their-governance-and-future/,"<p>For the past years, everyone has been talking about standards but how many of us can define what are standards, how they are governed and why they chose their own approach?  </p>
<p>A lot of us work with some standards or specifications but can lack of a global perspective. Taking advantage of a conference time, let’s explore how different standards and open specifications can work together to support Public Transport Authorities, Public Transport Operators, and their third parties’ daily workload. </p>
<p>In this session, experts working on MMTIS EU-standards (e.g., NeTEx, SIRI) and other open specifications (e.g., ITxPT) will reflect on: </p>
<ul>
<li>How open standards and specifications are defined in each case </li>
<li>Their governance and its impact </li>
<li>How open-source tools accelerate their uptake </li>
</ul>
<p>They will also discuss the state of their current work and share some crucial lessons learnt on:</p>
<ul>
<li>Communication and dissemination about standards </li>
<li>Promoting open data for National Access Points or other international repositories </li>
<li>Engaging an open-source community </li>
<li>Funding the common goods that are standards / open specifications </li>
<li>How to make sure different standardisation approaches benefit to the end-users and the multimodal mobility ecosystem </li>
</ul>
<p>With the format of an interactive session and open discussion, this session will feature:</p>
<ul>
<li>The Transmodel family (NeTEx, SIRI, OJP, OpRa, etc.), led by the CEN standardisation body  </li>
<li>ITxPT Specifications, led by the non-profit organisation ITxPT  </li>
<li>Open Trip Planner by Entur, the one open-source tool that combines different standards and specifications, led by a National Body (Norway)</li>
</ul>",https://fosdem.org/2024/events/attachments/fosdem-2024-1898-open-standards-open-data-open-source-tools-their-governance-and-future/slides/22091/FOSDEM_-_Entur_ITxPT_2Qwz4Oj.pdf
2202,2024-02-03,11:05,20,K.4.401,Railways and Open Transport devroom,Rust-transit: libraries to manage transit data in rust,fosdem-2024-2202-rust-transit-libraries-to-manage-transit-data-in-rust,https://fosdem.org/2024/schedule/event/fosdem-2024-2202-rust-transit-libraries-to-manage-transit-data-in-rust/,"<p>To build nice tools with transit data, we need nice libraries to build upon.</p>
<p>We present a small collection of libraries hosted in the https://github.com/rust-transit/ organization to manipulate transit data.</p>
<p>The main library, gtfs-structures, is a performant and flexible rust crate that parses a large variety of GTFS files and is used in production in the validator of transport.data.gouv.fr, but also in other projects like https://catenarymaps.org/.</p>
<p>Other libraries allow to manipulate realtime data in the SIRI-Lite format or to parse OpenStreetMap for simple routing tasks.</p>",
2550,2024-02-03,11:25,30,K.4.401,Railways and Open Transport devroom,Counting on openness: Privacy-safe passenger counting,fosdem-2024-2550-counting-on-openness-privacy-safe-passenger-counting,https://fosdem.org/2024/schedule/event/fosdem-2024-2550-counting-on-openness-privacy-safe-passenger-counting/,"<p>Discover the modern architecture of <a href=""https://github.com/tvv-lippu-ja-maksujarjestelma-oy/waltti-apc"">Waltti-APC</a>, Finland's national Automatic Passenger Counting system. We have developed what we believe is the first application of differential privacy to anonymize real-time APC data, ensuring its safe use in trip planners and other passenger information systems. Additionally, we have crafted an API specification that allows new vendors to easily step into the market of onboard counting devices without prior knowledge of public transit. All open source, of course. Join us for an exploration of our data pipeline, powered by Apache Pulsar.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2550-counting-on-openness-privacy-safe-passenger-counting/slides/22120/henri_seijo_-_counting_on_openness_-_fosdem_-_2_IXNyQRz.pdf
2203,2024-02-03,11:55,30,K.4.401,Railways and Open Transport devroom,MATSim at SBB: Using and contributing to the open-source transport simulation for advanced passenger demand modeling.,fosdem-2024-2203-matsim-at-sbb-using-and-contributing-to-the-open-source-transport-simulation-for-advanced-passenger-demand-modeling-,https://fosdem.org/2024/schedule/event/fosdem-2024-2203-matsim-at-sbb-using-and-contributing-to-the-open-source-transport-simulation-for-advanced-passenger-demand-modeling-/,"<p>Since 2017, the Passenger Division at the Swiss Federal Railways has used MATSim as the main framework for SIMBA MOBi - its activity and agent-based transport model. By now, SIMBA MOBi is a well-established model that helps the company’s decision-making process in passenger demand planning. 
Very early in the development stage of the model SBB has committed itself to contributing actively in the MATSim core libraries under GPL. 
In this talk, we briefly give an overview about the model itself, its applications and SBB’s long-standing contributions in MATSim. We also point out the advantages and limitations of using an academic open source software in our active production environment.
MATSim is available under GPL and its code repository is https://github.com/matsim-org/</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2203-matsim-at-sbb-using-and-contributing-to-the-open-source-transport-simulation-for-advanced-passenger-demand-modeling-/slides/22143/MATSim_at_SBB_FOSDEM_0rxDIl2.pdf
2594,2024-02-03,12:25,20,K.4.401,Railways and Open Transport devroom,Bending geographic maps for enhanced railway space-time diagrams,fosdem-2024-2594-bending-geographic-maps-for-enhanced-railway-space-time-diagrams,https://fosdem.org/2024/schedule/event/fosdem-2024-2594-bending-geographic-maps-for-enhanced-railway-space-time-diagrams/,"<p>Space-Time diagrams are crucial schematics for organizing railway traffic. However, their symbolic representation hides the reality of the railway infrastructure that supports the traffic. In <a href=""https://osrd.fr/en/"">Open Source Railway Designer</a>, we found it necessary to enhance the context related to the 'space' component of this diagram.</p>
<p>We developed a custom projection, bending a map to position the origin at the bottom, the destination at the top, and the path relatively straight in between. The outcomes reveal a vertically aligned map following the Space-Time diagram, but with precise infrastructure details alongside geographic context using Open Street Map data.</p>
<p>This presentation will delve into the technique, discussing the calculations, implementation methods, as well as my experience navigating this challenge as a graphics developer without domain knowledge.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2594-bending-geographic-maps-for-enhanced-railway-space-time-diagrams/slides/22166/fosdem-2024-osrd_compressed_v68jy8D.pdf
2650,2024-02-03,12:45,20,K.4.401,Railways and Open Transport devroom,MARECO algorithm: how to drive a train using the least amount of energy,fosdem-2024-2650-mareco-algorithm-how-to-drive-a-train-using-the-least-amount-of-energy,https://fosdem.org/2024/schedule/event/fosdem-2024-2650-mareco-algorithm-how-to-drive-a-train-using-the-least-amount-of-energy/,"<p>Trains are planned with margins compared to their fastest possible drive. Without them, they would not be able to catch up in case of a delay. A train departing 5 minutes late would arrive at least 5 minutes late. A driver accelerating or braking a bit slower than planned would inevitably be late. The entire transportation plan would fail.</p>
<p>Those margins/allowances consist of adding extra time to the total running time. This implies planning trains with a lower speed than the maximum they could physically drive.</p>
<p>There are many ways to lower the speed of a train along its trip, but one of them is particularely efficient in terms of energy savings. The algorithm MARECO, developped by SNCF, details an entire strategy for this purpose: how to plan a train that would intelligently drives slower in a way that consume the least amount of energy ?</p>
<p>In this talk we will go though the main ideas of the algorithm, then we will compare its efficiency to other margin distribution stratgies on a few relevant examples, and finally we will discuss the impact of this algorithm on train planning and operation.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2650-mareco-algorithm-how-to-drive-a-train-using-the-least-amount-of-energy/slides/22186/FOSDEM_2024_MARECO_T9wtXCC.pdf
2665,2024-02-03,13:05,20,K.4.401,Railways and Open Transport devroom,Railway signaling: detecting conflicts in a complex world,fosdem-2024-2665-railway-signaling-detecting-conflicts-in-a-complex-world,https://fosdem.org/2024/schedule/event/fosdem-2024-2665-railway-signaling-detecting-conflicts-in-a-complex-world/,"<p>OSRD is a railway toolbox designed for multiple use cases.
These tools have in common a reliance on railway infrastructure simulation and results analysis.
In order to perform short-term digital capacity management (STDCM) or operational studies, a fine grained simulation of railway signaling systems is necessary.
Every country has different signaling rules, and often multiple active signaling systems, sometimes even overlapping.
This raises a challenge: how do we decouple the complexity of railway signaling and the rest of the application code, while retaining acceptable performance?
In this presentation, we will present our modeling of signaling systems and how we use it to automatically detect scheduling conflicts.</p>
<p>Official OSRD website: https://osrd.fr/en/
Github repository: https://github.com/osrd-project/osrd/</p>",
2409,2024-02-03,13:25,30,K.4.401,Railways and Open Transport devroom,How we at Deutsche Bahn develop IoT use cases quickly and cost-effectively,fosdem-2024-2409-how-we-at-deutsche-bahn-develop-iot-use-cases-quickly-and-cost-effectively,https://fosdem.org/2024/schedule/event/fosdem-2024-2409-how-we-at-deutsche-bahn-develop-iot-use-cases-quickly-and-cost-effectively/,"<p>IoT (Internet of Things) is playing an increasingly important role for Deutsche Bahn. Be it to monitor existing infrastructure systems and make them fit for the future with pedictive maintenance or to obtain information in order to be able to make better decisions based on it. It is essential for Deutsche Bahn, that prototypes can be built and tested very quickly and cost-effectively.
The talk provides an insight into the open source software ThingsBoard and the IoT construction kit Tinkerforge. After this, we will make a live demo and build a IoT system to monitor the air quality in the conference room. This gives you a very easy entry into the world of IoT.
Finally, we would like to share our experience in conducting IoT hackathons to find solutions or recruit young talent and present three unusual IoT use cases at Deutsche Bahn.</p>",
2363,2024-02-03,13:55,15,K.4.401,Railways and Open Transport devroom,"Transportr: the Past, the Present and the Future",fosdem-2024-2363-transportr-the-past-the-present-and-the-future,https://fosdem.org/2024/schedule/event/fosdem-2024-2363-transportr-the-past-the-present-and-the-future/,"<p>The vision of the free Android app <a href=""https://transportr.app/"">Transportr</a> is to provide easy access to accurate public transport data; without proprietary code, tracking, and ads. By simply switching the region, Transportr presents the same consistent user interface for daily commutes in Berlin as for holidays in Nicaragua. Thanks to shared code with its alternative Öffi, Transportr had support for official and third-party public transport APIs of more than 60 regions from Europe and other parts of the world at its peak. Apps such as Transportr have potential to ease the path into an ecological future with a seamless experience for public transport users regardless of their location.</p>
<p>This talk gives a recap of Transportr's history and some notes on its current state, but is mostly meant to be a starting point for discussion about the future of the app, the potential of combining efforts with similar projects, and a call for contributions to the community!</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2363-transportr-the-past-the-present-and-the-future/slides/22235/slides_FJZioZo.pdf
1772,2024-02-03,14:10,15,K.4.401,Railways and Open Transport devroom,Software needs of a volunteer operated heritage railway,fosdem-2024-1772-software-needs-of-a-volunteer-operated-heritage-railway,https://fosdem.org/2024/schedule/event/fosdem-2024-1772-software-needs-of-a-volunteer-operated-heritage-railway/,"<p>Heritage railways are often operated by volunteers who are not computer experts, but they need software and digital services to support various tasks from ticketing, support in day to tay operations to fundraising. There is a need for close contact between the open source world and the heritage railway world.
Volunteer run heritage railways operate on a tight budget and with little computer expertise. They need support in ticketing, project planning, customer communication, enterprise management, networking, internal communication, archiving, ...
In this talk I will briefly show some of what we are using at Dampfbahn Fränkische Schweiz e.V., which problems we face. I will present an initiative to connect the IT experts with museum railways. Goal of the talk is to raise awareness in the open source communicty on the needs and challenges in heritage railways, as well as starting a dialogue between the two communities.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-1772-software-needs-of-a-volunteer-operated-heritage-railway/slides/22253/fosdem_pickert_SWneedsofheritagerailways_7fT2PD1.pdf
2602,2024-02-03,14:25,5,K.4.401,Railways and Open Transport devroom,Closing Railways and Open Transport devroom,fosdem-2024-2602-closing-railways-and-open-transport-devroom,https://fosdem.org/2024/schedule/event/fosdem-2024-2602-closing-railways-and-open-transport-devroom/,<p>Closing the Railways and Open Transport developer room and reflecting the sessions.</p>,
2784,2024-02-03,15:05,20,K.4.401,Debuggers and analysis tools devroom,Debug your stage-1 systemd with GDB and the NixOS test framework,fosdem-2024-2784-debug-your-stage-1-systemd-with-gdb-and-the-nixos-test-framework,https://fosdem.org/2024/schedule/event/fosdem-2024-2784-debug-your-stage-1-systemd-with-gdb-and-the-nixos-test-framework/,"<p>GDB is an amazing tool to debug ELF programs, but some of them are more challenging to debug than others. Systemd can be used as an implementation of the initrd, and in that case is run as PID 1 even before your system is finished booting. 
This talk will describe the process of debugging a crashing systemd in initrd using gdbserver running as the init script, gdb and the NixOS test framework.</p>",
2257,2024-02-03,15:30,20,K.4.401,Debuggers and analysis tools devroom,"Love rr, Love rr, you're so good to me",fosdem-2024-2257-love-rr-love-rr-you-re-so-good-to-me,https://fosdem.org/2024/schedule/event/fosdem-2024-2257-love-rr-love-rr-you-re-so-good-to-me/,"<p>Its the way you move, back and forwards. meticulous in execution, repetition, repetition, watching everywhere. With no where to escape, bugs get squashed hard and fast.</p>
<p>RR, record and replay, has been invaluable in making MariaDB bugs, that have low reproducibility become captured through automation. Once captured, a smooth examination can say what set of steps when on, in what time order, to arrive at the bug point.</p>",
1857,2024-02-03,15:55,20,K.4.401,Debuggers and analysis tools devroom,Help us improve time manipulation with GDB,fosdem-2024-1857-help-us-improve-time-manipulation-with-gdb,https://fosdem.org/2024/schedule/event/fosdem-2024-1857-help-us-improve-time-manipulation-with-gdb/,"<p>GDB has been capable of performing reverse debugging for many years now, but this feature has been relatively unknown and quite buggy for quite some time. With newly developed interest in the feature, this talk aims to show a bit of the implementation details, that there are bugs of all sizes to be worked on, and extend a helping hand for those that want to start contributing</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-1857-help-us-improve-time-manipulation-with-gdb/slides/22342/FOSDEM_2024_-_Reverse_debugging_t96IjEg.pdf
2392,2024-02-03,16:20,20,K.4.401,Debuggers and analysis tools devroom,"ROCgdb, GDB and AMDGPU debugging",fosdem-2024-2392-rocgdb-gdb-and-amdgpu-debugging,https://fosdem.org/2024/schedule/event/fosdem-2024-2392-rocgdb-gdb-and-amdgpu-debugging/,"<p>ROCgdb is the AMD ROCm debugger, based on the GNU debugger (GDB).  This
presentation will give on overview of the ROCgdb specific features allowing
users to debug heterogeneous programs (built using the HIP programming model)
running on AMD GPUs.</p>
<p>The presentation will also give a status of the upstreaming effort of the AMD
GPU support in GDB.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2392-rocgdb-gdb-and-amdgpu-debugging/slides/22366/FOSDEM-2024-rocgdb_v3_20240126_fXVNPiy.pdf
2796,2024-02-03,16:45,20,K.4.401,Debuggers and analysis tools devroom,GDB on Windows: status & plans,fosdem-2024-2796-gdb-on-windows-status-plans,https://fosdem.org/2024/schedule/event/fosdem-2024-2796-gdb-on-windows-status-plans/,"<p>This presentation will give an overview of the status of the Windows port [1] of GDB, and plans for it.  We'll talk about:</p>
<ul>
<li>Windows debug API particularities.</li>
<li>Non-stop mode, and how we're planning on implementing it on Windows.</li>
<li>Ctrl-C handling and what is different on Windows.</li>
<li>The GDB testsuite, why nobody is running it on native Windows, and what can we do about it.</li>
<li>PDB (Program Database), Microsoft's debug info format.</li>
<li>More.</li>
</ul>
<p>[1] There's actually both GDB as a Cygwin program, and GDB as native Windows program, with MinGW, which could/should be considered two ports, though for some of the topics discussed, they're essentially the same.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2796-gdb-on-windows-status-plans/slides/22389/FOSDEM-2024-gdb-on-windows_IWzsEfL.pdf
2668,2024-02-03,17:10,20,K.4.401,Debuggers and analysis tools devroom,Online Debugging and ABI Data Services,fosdem-2024-2668-online-debugging-and-abi-data-services,https://fosdem.org/2024/schedule/event/fosdem-2024-2668-online-debugging-and-abi-data-services/,"<p>Tools requiring broad access to metadata about program and library binaries continue to proliferate.  Debuggers are an obvious example, but so are instrumentation tools such as systemtap, profiling tools such as sysprof, and analysis tools such as abigail.  We will review some recent developments in this area, including cross-distro adoption.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2668-online-debugging-and-abi-data-services/slides/22420/online_RygigHW.pdf
2556,2024-02-03,17:35,20,K.4.401,Debuggers and analysis tools devroom,Poke all the microcontrollers!,fosdem-2024-2556-poke-all-the-microcontrollers-,https://fosdem.org/2024/schedule/event/fosdem-2024-2556-poke-all-the-microcontrollers-/,"<p>This is the story of GNU poke and GDB coming together to help embedded
developers!</p>
<p>The whole talk will be around a live demo starting from how to build
GDB with GNU poke integration, and continuing on examples of board bring
up, peripherals testing and verification, and program testing strategies.
The idea is to show the possibilities through examples, while not going deep
into the details.</p>
<p>This whole magic is possible because of libpoke, the core of the GNU poke project.
It enables integration of Poke computing environment (the incremental compiler,
IO space management and Poke Virtual Machine (PVM)) into any application.</p>",
2020,2024-02-03,18:00,20,K.4.401,Debuggers and analysis tools devroom,Verrou : a valgrind tool dedicated to floating point error diagnosis,fosdem-2024-2020-verrou-a-valgrind-tool-dedicated-to-floating-point-error-diagnosis,https://fosdem.org/2024/schedule/event/fosdem-2024-2020-verrou-a-valgrind-tool-dedicated-to-floating-point-error-diagnosis/,"<p>Verrou ( https://github.com/edf-hpc/verrou ) is a valgrind tool dedicated to the floating-point error diagnosis. After a brief reminder of stochastic arithmetic (the key mathematical ingredient of verrou), the presentation will focus on the non-intrusive localization technics based on delta-debug algorithm.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2020-verrou-a-valgrind-tool-dedicated-to-floating-point-error-diagnosis/slides/22471/presentation_ugL7yuB.pdf
3612,2024-02-03,10:30,20,K.4.601,"Erlang, Elixir, Gleam and Friends devroom","BEAM me up, Scotty",fosdem-2024-3612-beam-me-up-scotty,https://fosdem.org/2024/schedule/event/fosdem-2024-3612-beam-me-up-scotty/,<p>An introduction to the BEAM virtual machine and its languages.</p>,
2039,2024-02-03,10:55,40,K.4.601,"Erlang, Elixir, Gleam and Friends devroom","Gleam: Past, present, future!",fosdem-2024-2039-gleam-past-present-future-,https://fosdem.org/2024/schedule/event/fosdem-2024-2039-gleam-past-present-future-/,"<p>Gleam has come a long way over the last few years! Let's take a look at what's happened, where we are, and what's next for the language and the community. 💫</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2039-gleam-past-present-future-/slides/22095/gleam_past_present_future_slides_rPz3g1U.pdf
3473,2024-02-03,11:40,20,K.4.601,"Erlang, Elixir, Gleam and Friends devroom",Property based testing in Elixir,fosdem-2024-3473-property-based-testing-in-elixir,https://fosdem.org/2024/schedule/event/fosdem-2024-3473-property-based-testing-in-elixir/,"<p>As developers, we write unit tests in a TDD-style workflow for validating the behavior of our applications and libraries. However, all possible situations need to be manually thought out when writing the tests for the code. Property based testing aims to solve this by allowing the developer to specify behavior of their programs in terms of properties (invariants) of their code and then automatically generating tests that check if the property is indeed valid. In this talk, the key concepts of property based testing will be explained, along with clarifying examples, ranging from introductory snippets to more complex ‘real life’ scenarios. The examples will be written in Elixir; a functional programming language that runs on the Erlang virtual machine. The high level, flexible and expressive nature of the language make it an ideal fit for declaring properties against which a program can be checked.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3473-property-based-testing-in-elixir/slides/22135/FOSDEM_Property_based_testing-2_eWHeMRq.pdf
2064,2024-02-03,12:05,20,K.4.601,"Erlang, Elixir, Gleam and Friends devroom",Gleam in the machine: phantom types and the builder pattern.,fosdem-2024-2064-gleam-in-the-machine-phantom-types-and-the-builder-pattern-,https://fosdem.org/2024/schedule/event/fosdem-2024-2064-gleam-in-the-machine-phantom-types-and-the-builder-pattern-/,"<p>Discussions about types often begin and end with the assertion that they make our programs safer, but how to get the most out of types can be a bit of a mystery. With the development of a type system for Elixir, multiple explorations for Erlang, and the steady growth of Gleam there is increasing demand for practical discussions on how types can be used to write better programs.</p>
<p>This talk explores one such technique, known as ""phantom types"". We will learn what phantom types are, why they can be useful, and see some examples of Gleam packages employing them in the wild to achieve safer APIs.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2064-gleam-in-the-machine-phantom-types-and-the-builder-pattern-/slides/22157/slides_KLw73tk.pdf
2130,2024-02-03,12:30,20,K.4.601,"Erlang, Elixir, Gleam and Friends devroom",gen_statem Unveiled: A Theoretical Exploration of State Machines,fosdem-2024-2130-genstatem-unveiled-a-theoretical-exploration-of-state-machines,https://fosdem.org/2024/schedule/event/fosdem-2024-2130-genstatem-unveiled-a-theoretical-exploration-of-state-machines/,"<p>Come with me on a journey through the realms of state machines, with the practical brilliance of Erlang’s gen_statem behaviour as our light beam. Building on state machines as a model to reimplement technical debt, we will traverse the intersection of gen_statem practical implementation and the theoretical foundations of state machines. Using real-world application examples, we will go over from the industry beast to the theoretical abyss, revealing the mathematical elegance inherent in state machines and its more powerful automata siblings. Bridging this gap, we will empower Erlang developers to architect solutions that go beyond conventional patterns, with concrete examples and plenty of code to read, providing the attendees with a comprehensive vision to harness the full potential of gen_statem.</p>",
